product_id,warehouse,stock_quantity,reorder_level,stock_status,last_updated
FUR-SAU-10000209,Rotterdam Warehouse,104.0,20.0,In Stock,20/07/2026
OFF-PA-10004600,Singapore Warehouse,317.0,63.0,In Stock,2026-07-20
TEC-AC-10002901,Chicago Warehouse,174.0,34.0,In Stock,2026-07-20
OFF-HAM-10003872,,269.0,53.0,In Stock,2026-07-20
OFF-AP-10004785,Singapore Warehouse,402.0,80.0,In Stock,2026-07-20
OFF-BOS-10004950,Singapore Warehouse,216.0,43.0,In Stock,2026-07-20
OFF-BIN-10000327,Singapore Warehouse,354.0,70.0,In Stock,
FUR-FU-10001471,Rotterdam Warehouse,53.0,10.0,In Stock,2026-07-20
OFF-ST-10000028,Singapore Warehouse,480.0,96.0,In Stock,2026-07-20
OFF-PA-10002371,Singapore Warehouse,361.0,72.0,In Stock,2026-07-20
FUR-FU-10000783,Rotterdam Warehouse,79.0,15.0,In Stock,2026-07-20
OFF-PA-10001275,Singapore Warehouse,362.0,72.0,In Stock,2026-07-20
OFF-SU-10003115,Singapore Warehouse,472.0,94.0,In Stock,2026-07-20
FUR-FU-10000039,Rotterdam Warehouse,117.0,23.0,In Stock,2026-07-20
OFF-ST-10004972,Singapore Warehouse,447.0,89.0,In Stock,2026-07-20
OFF-AP-10001305,Singapore Warehouse,305.0,61.0,In Stock,20/07/2026
OFF-ST-10002763,Singapore Warehouse,482.0,96.0,In Stock,2026-07-20
OFF-AP-10003275,Singapore Warehouse,450.0,90.0,In Stock,2026-07-20
OFF-LA-10004400,Singapore Warehouse,220.0,44.0,In Stock,2026-07-20
OFF-EN-10004956,Singapore Warehouse,382.0,76.0,In Stock,
OFF-HAR-10000495,Singapore Warehouse,321.0,,In Stock,2026-07-20
TEC-CO-10002040,Chicago Warehouse,188.0,37.0,In Stock,2026-07-20
FUR-CH-10001832,Rotterdam Warehouse,68.0,13.0,In Stock,2026-07-20
OFF-LA-10001803,Singapore Warehouse,309.0,61.0,In Stock,2026-07-20
OFF-BI-10003098,Singapore Warehouse,362.0,72.0,In Stock,2026-07-20
OFF-ST-10004159,Singapore Warehouse,343.0,68.0,In Stock,2026-07-20
TEC-ENE-10000154,Chicago Warehouse,234.0,46.0,In Stock,2026-07-20
OFF-AP-10000195,Singapore Warehouse,437.0,87.0,In Stock,2026-07-20
OFF-SAN-10002323,Singapore Warehouse,371.0,74.0,In Stock,2026-07-20
TEC-PH-10001396,Chicago Warehouse,104.0,20.0,In Stock,2026-07-20
OFF-PA-10003969,Singapore Warehouse,500.0,100.0,In Stock,2026-07-20
OFF-KIT-10003990,Singapore Warehouse,384.0,76.0,In Stock,2026-07-20
TEC-SAN-10003336,Chicago Warehouse,105.0,21.0,In Stock,2026-07-20
TEC-PH-10003713,Chicago Warehouse,172.0,34.0,In Stock,2026-07-20
FUR-BEV-10001048,Rotterdam Warehouse,80.0,16.0,In Stock,2026-07-20
OFF-ST-10003442,Singapore Warehouse,238.0,47.0,In Stock,2026-07-20
OFF-ENE-10001356,Singapore Warehouse,420.0,84.0,In Stock,2026-07-20
FUR-CH-10004387,Rotterdam Warehouse,98.0,19.0,In Stock,2026-07-20
OFF-AR-10003816,Singapore Warehouse,262.0,52.0,In Stock,
OFF-JIF-10000890,Singapore Warehouse,347.0,69.0,In Stock,2026-07-20
TEC-PH-10001725,Chicago Warehouse,217.0,43.0,In Stock,2026-07-20
OFF-AR-10002022,Singapore Warehouse,465.0,93.0,IN STOCK,2026-07-20
OFF-AR-10004825,Singapore Warehouse,294.0,58.0,In Stock,2026-07-20
FUR-FU-10004778,Rotterdam Warehouse,119.0,23.0,In Stock,2026-07-20
OFF-BI-10000494,Singapore Warehouse,481.0,96.0,In Stock,2026-07-20
OFF-ST-10001729,Singapore Warehouse,293.0,58.0,In Stock,2026-07-20
OFF-BI-10004809,Singapore Warehouse,359.0,71.0,In Stock,2026-07-20
OFF-ST-10002510,Singapore Warehouse,451.0,,In Stock,20/07/2026
OFF-SU-10001935,Singapore Warehouse,228.0,45.0,In Stock,2026-07-20
TEC-BEL-10000485,Chicago Warehouse,182.0,36.0,In Stock,2026-07-20
OFF-SU-10003527,Singapore Warehouse,327.0,65.0,In Stock,2026-07-20
FUR-TA-10004767,Rotterdam Warehouse,142.0,28.0,In Stock,2026-07-20
TEC-PH-10000237,Chicago Warehouse,96.0,19.0,In Stock,2026-07-20
TEC-CO-10001968,Chicago Warehouse,129.0,25.0,In Stock,2026-07-20
OFF-JIF-10004616,Singapore Warehouse,301.0,60.0,In Stock,2026-07-20
TEC-CO-10004171,Chicago Warehouse,114.0,22.0,In Stock,2026-07-20
OFF-SU-10004446,Singapore Warehouse,344.0,68.0,In Stock,2026-07-20
TEC-AC-10001348,Chicago Warehouse,80.0,16.0,In Stock,2026-07-20
OFF-ST-10004947,Singapore Warehouse,270.0,54.0,In Stock,2026-07-20
OFF-EN-10000648,Singapore Warehouse,464.0,92.0,In Stock,2026-07-20
FUR-CH-10001658,,53.0,10.0,In Stock,2026-07-20
OFF-ST-10002566,Singapore Warehouse,368.0,73.0,In Stock,2026-07-20
FUR-CH-10003771,Rotterdam Warehouse,83.0,16.0,IN STOCK,2026-07-20
OFF-LA-10004285,Singapore Warehouse,325.0,65.0,In Stock,20/07/2026
OFF-ST-10000777,Singapore Warehouse,420.0,84.0,In Stock,2026-07-20
OFF-FA-10003450,Singapore Warehouse,216.0,43.0,In Stock,2026-07-20
OFF-CUI-10000105,Singapore Warehouse,366.0,73.0,In Stock,2026-07-20
TEC-AC-10004704,Chicago Warehouse,182.0,36.0,In Stock,2026-07-20
OFF-LA-10002195,Singapore Warehouse,228.0,45.0,In Stock,2026-07-20
FUR-LES-10000904,Rotterdam Warehouse,147.0,29.0,In Stock,2026-07-20
TEC-PH-10001336,Chicago Warehouse,234.0,46.0,In Stock,2026-07-20
OFF-BI-10002799,Singapore Warehouse,212.0,42.0,In Stock,2026-07-20
OFF-PA-10003320,Singapore Warehouse,289.0,57.0,In Stock,2026-07-20
OFF-SU-10003719,Singapore Warehouse,421.0,84.0,In Stock,2026-07-20
OFF-AVE-10001079,Singapore Warehouse,217.0,43.0,In Stock,2026-07-20
OFF-PA-10001260,Singapore Warehouse,334.0,66.0,In Stock,20/07/2026
OFF-BI-10002133,Singapore Warehouse,464.0,92.0,In Stock,2026-07-20
TEC-PH-10001146,Chicago Warehouse,102.0,20.0,In Stock,2026-07-20
OFF-BI-10004628,Singapore Warehouse,364.0,72.0,In Stock,2026-07-20
OFF-FA-10001574,Singapore Warehouse,413.0,82.0,In Stock,2026-07-20
FUR-FU-10004031,Rotterdam Warehouse,81.0,16.0,In Stock,2026-07-20
TEC-AC-10001748,Chicago Warehouse ,134.0,26.0,In Stock,2026-07-20
OFF-AR-10003338,Singapore Warehouse,488.0,97.0,In Stock,2026-07-20
TEC-CO-10004125,Chicago Warehouse,231.0,46.0,In Stock,2026-07-20
OFF-BI-10001248,Singapore Warehouse,279.0,55.0,In Stock,2026-07-20
FUR-FU-10000305,Rotterdam Warehouse,124.0,24.0,In Stock,2026-07-20
OFF-SU-10003002,Singapore Warehouse,272.0,54.0,In Stock,2026-07-20
OFF-BI-10004200,Singapore Warehouse,378.0,75.0,In Stock,2026-07-20
OFF-ST-10004317,Singapore Warehouse,382.0,76.0,In Stock,2026-07-20
OFF-SU-10003629,Singapore Warehouse,437.0,87.0,In Stock,2026-07-20
OFF-EN-10004305,Singapore Warehouse,267.0,53.0,In Stock,2026-07-20
OFF-ST-10004577,Singapore Warehouse,268.0,53.0,IN STOCK,2026-07-20
OFF-PA-10004766,Singapore Warehouse,247.0,49.0,In Stock,2026-07-20
TEC-MA-10004323,Chicago Warehouse,221.0,44.0,In Stock,2026-07-20
FUR-BO-10002032,,116.0,23.0,In Stock,2026-07-20
FUR-TA-10003268,Rotterdam Warehouse,86.0,17.0,IN STOCK,2026-07-20
TEC-SHA-10004151,Chicago Warehouse,81.0,16.0,IN STOCK,
TEC-PH-10000149,Chicago Warehouse,,22.0,In Stock,2026-07-20
OFF-FA-10003463,Singapore Warehouse,367.0,73.0,In Stock,2026-07-20
FUR-FU-10000140,Rotterdam Warehouse,104.0,20.0,In Stock,2026-07-20
OFF-FA-10001621,Singapore Warehouse ,413.0,82.0,In Stock,2026-07-20
OFF-EN-10004935,Singapore Warehouse,218.0,43.0,In Stock,2026-07-20
FUR-CH-10002923,Rotterdam Warehouse,55.0,11.0,In Stock,2026-07-20
FUR-FU-10001252,Rotterdam Warehouse ,86.0,17.0,In Stock,2026-07-20
OFF-AR-10001072,Singapore Warehouse,310.0,62.0,In Stock,2026-07-20
TEC-MEM-10000919,Chicago Warehouse,238.0,47.0,In Stock,2026-07-20
OFF-SU-10004589,Singapore Warehouse,480.0,96.0,In Stock,2026-07-20
OFF-AR-10000733,Singapore Warehouse,323.0,64.0,In Stock,2026-07-20
TEC-AC-10000420,Chicago Warehouse,243.0,48.0,In Stock,2026-07-20
OFF-ACC-10002425,Singapore Warehouse,473.0,94.0,In Stock,2026-07-20
OFF-ST-10001597,Singapore Warehouse,402.0,80.0,In Stock,2026-07-20
TEC-MA-10002937,Chicago Warehouse,180.0,36.0,In Stock,2026-07-20
TEC-MA-10002268,Chicago Warehouse,212.0,42.0,In Stock,2026-07-20
TEC-AC-10003970,Chicago Warehouse,235.0,47.0,In Stock,2026-07-20
TEC-CO-10001523,Chicago Warehouse,84.0,16.0,In Stock,2026-07-20
TEC-AC-10000051,Chicago Warehouse,129.0,25.0,In Stock,20/07/2026
OFF-SU-10003252,Singapore Warehouse,240.0,48.0,In Stock,20/07/2026
OFF-PA-10003937,Singapore Warehouse,244.0,48.0,In Stock,2026-07-20
OFF-LA-10000604,Singapore Warehouse,446.0,89.0,In Stock,20/07/2026
OFF-SU-10002498,Singapore Warehouse,353.0,70.0,In Stock,2026-07-20
OFF-BI-10004007,Singapore Warehouse,216.0,43.0,In Stock,2026-07-20
OFF-LA-10003617,Singapore Warehouse,429.0,85.0,In Stock,2026-07-20
OFF-ST-10004381,Singapore Warehouse,252.0,50.0,In Stock,2026-07-20
TEC-EPS-10004558,Chicago Warehouse,83.0,16.0,In Stock,2026-07-20
TEC-PAN-10004651,Chicago Warehouse,122.0,24.0,In Stock,2026-07-20
OFF-SU-10002993,Singapore Warehouse,412.0,82.0,In Stock,2026-07-20
OFF-LA-10002029,Singapore Warehouse,294.0,58.0,In Stock,2026-07-20
OFF-SU-10002543,Singapore Warehouse,441.0,88.0,In Stock,2026-07-20
OFF-ELI-10003004,Singapore Warehouse,344.0,68.0,In Stock,2026-07-20
TEC-CO-10001626,Chicago Warehouse,140.0,28.0,In Stock,2026-07-20
FUR-FU-10003419,Rotterdam Warehouse,112.0,22.0,In Stock,2026-07-20
FUR-BO-10002300,Rotterdam Warehouse ,97.0,19.0,In Stock,2026-07-20
TEC-MA-10001627,Chicago Warehouse,207.0,41.0,In Stock,2026-07-20
OFF-ST-10004550,Singapore Warehouse,234.0,,In Stock,2026-07-20
TEC-PH-10001298,Chicago Warehouse,248.0,49.0,In Stock,2026-07-20
TEC-PH-10002068,Chicago Warehouse,90.0,18.0,In Stock,2026-07-20
FUR-FU-10002456,,99.0,19.0,In Stock,2026-07-20
TEC-CO-10000953,Chicago Warehouse,196.0,39.0,In Stock,2026-07-20
OFF-PA-10004918,Singapore Warehouse ,410.0,82.0,IN STOCK,2026-07-20
OFF-ST-10001335,Singapore Warehouse,465.0,93.0,In Stock,2026-07-20
OFF-ST-10004996,Singapore Warehouse,362.0,72.0,In Stock,2026-07-20
OFF-GLO-10000813,Singapore Warehouse,200.0,40.0,In Stock,2026-07-20
FUR-FU-10000955,Rotterdam Warehouse,132.0,26.0,In Stock,2026-07-20
TEC-CO-10002122,Chicago Warehouse,224.0,44.0,In Stock,2026-07-20
FUR-CH-10002373,Rotterdam Warehouse,109.0,21.0,In Stock,2026-07-20
TEC-CO-10001831,Chicago Warehouse,229.0,45.0,In Stock,2026-07-20
OFF-JIF-10004747,Singapore Warehouse,452.0,90.0,In Stock,2026-07-20
TEC-LOG-10004405,Chicago Warehouse,136.0,27.0,In Stock,2026-07-20
OFF-SU-10002831,Singapore Warehouse ,500.0,100.0,In Stock,2026-07-20
FUR-CH-10003551,Rotterdam Warehouse,59.0,11.0,In Stock,2026-07-20
FUR-BO-10003546,Rotterdam Warehouse,110.0,22.0,In Stock,2026-07-20
OFF-BI-10003064,Singapore Warehouse,489.0,97.0,In Stock,2026-07-20
TEC-AC-10004556,Chicago Warehouse,185.0,37.0,In Stock,2026-07-20
TEC-AC-10003415,Chicago Warehouse,206.0,41.0,In Stock,2026-07-20
OFF-AR-10004344,Singapore Warehouse,328.0,65.0,In Stock,2026-07-20
FUR-BO-10004015,Rotterdam Warehouse,85.0,17.0,In Stock,2026-07-20
TEC-MA-10002710,Chicago Warehouse,148.0,29.0,In Stock,2026-07-20
FUR-HAR-10004726,Rotterdam Warehouse,131.0,26.0,In Stock,2026-07-20
FUR-CH-10002226,Rotterdam Warehouse,118.0,,In Stock,2026-07-20
FUR-CH-10004875,Rotterdam Warehouse,92.0,18.0,In Stock,2026-07-20
TEC-MA-10004486,Chicago Warehouse,188.0,37.0,In Stock,20/07/2026
OFF-EN-10001939,Singapore Warehouse,427.0,85.0,In Stock,2026-07-20
OFF-ST-10004035,Singapore Warehouse,347.0,69.0,In Stock,2026-07-20
OFF-EN-10003094,Singapore Warehouse,257.0,51.0,In-Stock,2026-07-20
OFF-AVE-10003279,Singapore Warehouse,258.0,51.0,In Stock,2026-07-20
FUR-DAN-10003011,Rotterdam Warehouse,104.0,20.0,In Stock,2026-07-20
TEC-PH-10001548,Chicago Warehouse,181.0,36.0,IN STOCK,2026-07-20
FUR-BO-10004504,Rotterdam Warehouse,118.0,23.0,In Stock,2026-07-20
OFF-SU-10002362,Singapore Warehouse,393.0,78.0,In Stock,2026-07-20
OFF-AP-10000540,Singapore Warehouse,366.0,73.0,In Stock,2026-07-20
OFF-AR-10001149,Singapore Warehouse,361.0,72.0,In Stock,2026-07-20
OFF-PA-10001708,Singapore Warehouse,368.0,73.0,In Stock,2026-07-20
TEC-MA-10000331,Chicago Warehouse,124.0,24.0,In Stock,2026-07-20
TEC-PH-10001809,Chicago Warehouse,202.0,40.0,In Stock,2026-07-20
OFF-AME-10001009,Singapore Warehouse,228.0,45.0,In Stock,2026-07-20
OFF-EN-10000053,Singapore Warehouse,,72.0,In Stock,2026-07-20
OFF-EN-10004526,Singapore Warehouse,364.0,72.0,In Stock,2026-07-20
FUR-CH-10004899,Rotterdam Warehouse,145.0,29.0,In Stock,2026-07-20
TEC-PH-10001795,Chicago Warehouse,238.0,47.0,In Stock,2026-07-20
FUR-LES-10002616,Rotterdam Warehouse,,20.0,In Stock,2026-07-20
FUR-CH-10003623,Rotterdam Warehouse,138.0,27.0,In Stock,2026-07-20
FUR-FU-10000488,Rotterdam Warehouse,54.0,10.0,In Stock,2026-07-20
TEC-MA-10004679,Chicago Warehouse,115.0,23.0,In Stock,2026-07-20
OFF-SU-10000304,Singapore Warehouse,410.0,82.0,In Stock,2026-07-20
TEC-EPS-10001341,Chicago Warehouse,230.0,46.0,In Stock,2026-07-20
OFF-ST-10002172,Singapore Warehouse,427.0,85.0,In Stock,2026-07-20
TEC-PH-10004297,Chicago Warehouse,113.0,22.0,In Stock,2026-07-20
OFF-PA-10004151,Singapore Warehouse,236.0,47.0,In Stock,2026-07-20
OFF-STA-10001968,Singapore Warehouse,,80.0,In Stock,2026-07-20
OFF-PA-10002713,Singapore Warehouse,315.0,63.0,In Stock,2026-07-20
TEC-AC-10003063,Chicago Warehouse,146.0,29.0,In Stock,2026-07-20
OFF-BI-10004506,Singapore Warehouse,286.0,57.0,In Stock,2026-07-20
OFF-BI-10004187,Singapore Warehouse,223.0,44.0,In Stock,2026-07-20
TEC-MA-10000002,Chicago Warehouse,163.0,32.0,In Stock,2026-07-20
TEC-SHA-10004083,Chicago Warehouse,215.0,43.0,In Stock,2026-07-20
OFF-SU-10000556,Singapore Warehouse,441.0,88.0,In Stock,2026-07-20
OFF-AR-10001231,Singapore Warehouse,236.0,47.0,In Stock,2026-07-20
OFF-SU-10004771,Singapore Warehouse,338.0,67.0,In Stock,2026-07-20
OFF-PA-10004641,Singapore Warehouse,352.0,70.0,In Stock,2026-07-20
OFF-ST-10002251,Singapore Warehouse,273.0,54.0,In Stock,2026-07-20
OFF-AR-10004956,Singapore Warehouse,365.0,73.0,In Stock,2026-07-20
OFF-ST-10003056,Singapore Warehouse,308.0,61.0,IN STOCK,
OFF-PA-10002040,Singapore Warehouse ,209.0,41.0,In Stock,2026-07-20
OFF-PA-10000745,Singapore Warehouse,266.0,53.0,,2026-07-20
OFF-PA-10001223,Singapore Warehouse,453.0,90.0,In Stock,2026-07-20
OFF-AR-10004062,Singapore Warehouse,382.0,76.0,In Stock,2026-07-20
OFF-KLE-10003227,Singapore Warehouse,366.0,73.0,In Stock,
OFF-ST-10002437,Singapore Warehouse,293.0,58.0,In Stock,2026-07-20
TEC-AC-10001942,Chicago Warehouse,118.0,23.0,In Stock,2026-07-20
OFF-FA-10002156,Singapore Warehouse,423.0,84.0,In Stock,
OFF-PA-10000026,Singapore Warehouse,247.0,49.0,In Stock,2026-07-20
FUR-BO-10001608,Rotterdam Warehouse,115.0,23.0,In Stock,2026-07-20
OFF-AP-10003561,Singapore Warehouse,336.0,67.0,In Stock,2026-07-20
OFF-ENE-10004401,Singapore Warehouse,344.0,68.0,In Stock,2026-07-20
FUR-CH-10001559,Rotterdam Warehouse,76.0,15.0,In Stock,2026-07-20
OFF-FA-10001684,Singapore Warehouse,453.0,90.0,In Stock,2026-07-20
TEC-AC-10000512,Chicago Warehouse,126.0,25.0,In Stock,2026-07-20
FUR-BO-10000883,Rotterdam Warehouse,140.0,28.0,In Stock,2026-07-20
OFF-BI-10001533,Singapore Warehouse,355.0,71.0,In Stock,2026-07-20
OFF-SU-10000514,Singapore Warehouse,490.0,98.0,In Stock,2026-07-20
FUR-FU-10000666,Rotterdam Warehouse,130.0,26.0,In Stock,2026-07-20
TEC-CO-10000296,Chicago Warehouse,165.0,33.0,IN STOCK,2026-07-20
FUR-CH-10004754,Rotterdam Warehouse,57.0,11.0,In Stock,2026-07-20
OFF-CUI-10004536,Singapore Warehouse,278.0,55.0,In Stock,2026-07-20
TEC-AC-10000057,Chicago Warehouse,184.0,36.0,In Stock,2026-07-20
OFF-ST-10000129,Singapore Warehouse,323.0,64.0,In Stock,2026-07-20
OFF-LA-10004933,Singapore Warehouse,476.0,95.0,In Stock,2026-07-20
OFF-AP-10004494,Singapore Warehouse,236.0,47.0,IN STOCK,20/07/2026
OFF-AR-10003620,Singapore Warehouse,396.0,79.0,In Stock,2026-07-20
OFF-HAM-10001712,Singapore Warehouse,468.0,93.0,In Stock,2026-07-20
OFF-HOO-10002920,Singapore Warehouse,200.0,40.0,In Stock,2026-07-20
OFF-ST-10000689,Singapore Warehouse,357.0,71.0,In Stock,2026-07-20
TEC-PH-10002867,Chicago Warehouse,161.0,32.0,In Stock,2026-07-20
OFF-ROG-10000332,Singapore Warehouse ,340.0,,In Stock,2026-07-20
OFF-AR-10003551,Singapore Warehouse,460.0,92.0,In Stock,2026-07-20
OFF-AR-10001149,Singapore Warehouse,,73.0,In Stock,2026-07-20
OFF-PA-10004569,Singapore Warehouse,400.0,80.0,In Stock,2026-07-20
OFF-LA-10003379,Singapore Warehouse,251.0,50.0,In Stock,2026-07-20
FUR-HON-10002837,Rotterdam Warehouse,128.0,25.0,In Stock,2026-07-20
OFF-IBI-10001123,Singapore Warehouse,336.0,67.0,In Stock,2026-07-20
OFF-EN-10002778,Singapore Warehouse,370.0,74.0,In Stock,2026-07-20
OFF-BI-10004142,Singapore Warehouse,218.0,43.0,In Stock,2026-07-20
TEC-MA-10002989,Chicago Warehouse,168.0,33.0,IN STOCK,2026-07-20
OFF-BI-10004828,Singapore Warehouse,260.0,52.0,In Stock,2026-07-20
OFF-BI-10004741,Singapore Warehouse,439.0,87.0,In Stock,2026-07-20
OFF-SME-10000973,Singapore Warehouse,320.0,64.0,In Stock,2026-07-20
OFF-AP-10001885,Singapore Warehouse,280.0,56.0,In Stock,2026-07-20
OFF-LA-10001169,Singapore Warehouse ,348.0,69.0,In Stock,2026-07-20
FUR-CH-10003706,Rotterdam Warehouse,57.0,11.0,In Stock,2026-07-20
FUR-FU-10003535,Rotterdam Warehouse,120.0,24.0,In Stock,2026-07-20
OFF-EN-10003615,Singapore Warehouse,379.0,75.0,In Stock,2026-07-20
TEC-CO-10002083,Chicago Warehouse,104.0,20.0,In Stock,2026-07-20
OFF-LA-10000095,Singapore Warehouse,290.0,58.0,In Stock,2026-07-20
OFF-BI-10004632,Singapore Warehouse,261.0,52.0,In Stock,2026-07-20
OFF-SU-10002451,Singapore Warehouse,281.0,56.0,In Stock,2026-07-20
OFF-GRE-10001084,Singapore Warehouse,307.0,61.0,In Stock,2026-07-20
OFF-SAN-10002015,Singapore Warehouse,433.0,,In Stock,2026-07-20
OFF-FA-10000697,Singapore Warehouse,294.0,58.0,In Stock,2026-07-20
TEC-MA-10003390,Chicago Warehouse,173.0,34.0,In Stock,2026-07-20
OFF-SU-10001869,Singapore Warehouse,472.0,94.0,In Stock,2026-07-20
OFF-PA-10004359,Singapore Warehouse,369.0,73.0,In Stock,2026-07-20
FUR-CH-10001220,Rotterdam Warehouse,52.0,10.0,In Stock,2026-07-20
OFF-AR-10000246,Singapore Warehouse,455.0,91.0,In Stock,2026-07-20
TEC-HEW-10002435,Chicago Warehouse,163.0,32.0,In Stock,2026-07-20
OFF-BI-10004624,Singapore Warehouse,348.0,69.0,In Stock,2026-07-20
OFF-PA-10004020,Singapore Warehouse,378.0,75.0,In Stock,2026-07-20
TEC-PH-10003813,,80.0,16.0,In Stock,2026-07-20
FUR-CH-10001895,Rotterdam Warehouse,126.0,25.0,In Stock,2026-07-20
FUR-CH-10002647,Rotterdam Warehouse,51.0,10.0,In Stock,2026-07-20
OFF-AP-10004350,Singapore Warehouse,368.0,73.0,In Stock,20/07/2026
OFF-JIF-10003677,Singapore Warehouse,289.0,57.0,In Stock,20/07/2026
OFF-FA-10003464,Singapore Warehouse,491.0,98.0,In Stock,2026-07-20
OFF-STI-10003148,Singapore Warehouse,-420.0,84.0,In Stock,2026-07-20
FUR-BO-10003768,Rotterdam Warehouse,148.0,29.0,In Stock,2026-07-20
OFF-ST-10002485,Singapore Warehouse,238.0,47.0,In Stock,2026-07-20
OFF-AR-10001061,Singapore Warehouse,384.0,76.0,In Stock,2026-07-20
OFF-FA-10001097,Singapore Warehouse,329.0,65.0,In Stock,2026-07-20
FUR-FU-10003773,Rotterdam Warehouse,108.0,21.0,In Stock,2026-07-20
OFF-LA-10000108,Singapore Warehouse,484.0,96.0,In Stock,2026-07-20
OFF-BI-10000136,Singapore Warehouse,381.0,76.0,In Stock,2026-07-20
OFF-LA-10002927,Singapore Warehouse,483.0,96.0,In Stock,2026-07-20
OFF-SU-10003191,Singapore Warehouse,378.0,75.0,In Stock,2026-07-20
OFF-LA-10003140,Singapore Warehouse,337.0,67.0,In Stock,2026-07-20
OFF-SU-10002344,Singapore Warehouse,222.0,44.0,In Stock,2026-07-20
TEC-MA-10004609,Chicago Warehouse,,29.0,In Stock,2026-07-20
TEC-AC-10001055,Chicago Warehouse,179.0,35.0,In Stock,2026-07-20
FUR-BO-10004709,Rotterdam Warehouse,110.0,22.0,In Stock,2026-07-20
TEC-PH-10004774,Chicago Warehouse,249.0,49.0,In Stock,2026-07-20
OFF-PA-10004948,Singapore Warehouse,388.0,77.0,In Stock,2026-07-20
FUR-BO-10004633,Rotterdam Warehouse,74.0,14.0,In Stock,2026-07-20
OFF-AR-10003249,Singapore Warehouse,373.0,74.0,In Stock,2026-07-20
OFF-HOO-10004188,Singapore Warehouse,250.0,50.0,In Stock,2026-07-20
OFF-EN-10002808,Singapore Warehouse,297.0,59.0,In Stock,2026-07-20
OFF-STA-10003803,Singapore Warehouse,,62.0,In Stock,2026-07-20
OFF-FA-10003112,Singapore Warehouse,351.0,70.0,In Stock,2026-07-20
OFF-ST-10000943,Singapore Warehouse,447.0,,In Stock,2026-07-20
TEC-BEL-10001971,Chicago Warehouse,231.0,46.0,In Stock,2026-07-20
TEC-PH-10002597,Chicago Warehouse,217.0,,In Stock,2026-07-20
OFF-BI-10004139,Singapore Warehouse,203.0,40.0,IN STOCK,2026-07-20
TEC-MA-10004224,Chicago Warehouse,186.0,37.0,In Stock,2026-07-20
OFF-SME-10001745,Singapore Warehouse,277.0,55.0,In Stock,2026-07-20
OFF-SU-10004791,Singapore Warehouse,280.0,56.0,In Stock,2026-07-20
TEC-PH-10002353,Chicago Warehouse,168.0,33.0,In Stock,2026-07-20
OFF-FA-10001963,Singapore Warehouse,469.0,93.0,In Stock,2026-07-20
FUR-TA-10001386,Rotterdam Warehouse,55.0,11.0,In Stock,2026-07-20
OFF-BI-10003159,Singapore Warehouse,242.0,48.0,In Stock,2026-07-20
OFF-BI-10004140,Singapore Warehouse,338.0,67.0,In Stock,2026-07-20
OFF-SU-10004627,Singapore Warehouse,491.0,98.0,IN STOCK,2026-07-20
OFF-ST-10003907,Singapore Warehouse,406.0,81.0,In Stock,2026-07-20
TEC-CO-10002095,Chicago Warehouse,107.0,21.0,In Stock,2026-07-20
OFF-STO-10001839,Singapore Warehouse,265.0,53.0,In Stock,2026-07-20
TEC-BEL-10000681,Chicago Warehouse,89.0,17.0,In Stock,2026-07-20
TEC-CO-10001166,Chicago Warehouse,206.0,41.0,In Stock,2026-07-20
TEC-HEW-10002501,Chicago Warehouse,238.0,47.0,In Stock,2026-07-20
OFF-BI-10002335,Singapore Warehouse,379.0,75.0,In Stock,2026-07-20
FUR-FU-10002246,Rotterdam Warehouse,104.0,20.0,In Stock,20/07/2026
TEC-PH-10000214,Chicago Warehouse,105.0,21.0,In Stock,2026-07-20
OFF-SU-10002301,Singapore Warehouse,404.0,80.0,In Stock,2026-07-20
TEC-AC-10004051,Chicago Warehouse,241.0,48.0,In Stock,2026-07-20
FUR-CH-10004289,Rotterdam Warehouse,124.0,24.0,In Stock,2026-07-20
TEC-PH-10003137,Chicago Warehouse,160.0,32.0,In Stock,2026-07-20
OFF-FEL-10002658,Singapore Warehouse,451.0,90.0,In Stock,2026-07-20
OFF-SU-10004249,Singapore Warehouse,487.0,97.0,In Stock,2026-07-20
OFF-FA-10001702,Singapore Warehouse,315.0,63.0,In Stock,2026-07-20
OFF-TEN-10000703,Singapore Warehouse,327.0,65.0,In Stock,2026-07-20
TEC-AC-10000588,Chicago Warehouse,199.0,39.0,In Stock,2026-07-20
OFF-PA-10003511,Singapore Warehouse,283.0,56.0,In Stock,2026-07-20
OFF-LA-10004576,Singapore Warehouse,374.0,74.0,In Stock,2026-07-20
FUR-ADV-10000600,Rotterdam Warehouse,99.0,19.0,In Stock,2026-07-20
OFF-AR-10003469,Singapore Warehouse,336.0,67.0,In Stock,2026-07-20
TEC-AC-10000023,Chicago Warehouse,185.0,37.0,In Stock,2026-07-20
TEC-PH-10004345,Chicago Warehouse,231.0,,In Stock,2026-07-20
OFF-AP-10001621,Singapore Warehouse,470.0,94.0,In Stock,2026-07-20
OFF-PA-10001844,Singapore Warehouse,245.0,49.0,In Stock,2026-07-20
TEC-MA-10001015,Chicago Warehouse,166.0,33.0,In Stock,2026-07-20
FUR-FU-10000743,Rotterdam Warehouse,120.0,24.0,In Stock,2026-07-20
OFF-PA-10000423,Singapore Warehouse,215.0,43.0,In-Stock,20/07/2026
OFF-CAR-10004886,Singapore Warehouse,373.0,74.0,In Stock,2026-07-20
FUR-RUB-10001704,Rotterdam Warehouse,56.0,11.0,In Stock,2026-07-20
